opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days
OPP-2024091,innova,ACC-1116,SMB,Qualification,14765.22,2024-12-13,carlos@raptorsoft.com,Omit,2024-11-07,120.0,HS-90587,Discovery/Qualification,omit,innova,36.0,,,False,True,123,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024092,CONNECTWAVE,ACC-1107,Enterprise,Closed Lost,385656.51,2024-10-09,pedro@raptorsoft.com,Omit,2024-06-18,72.0,HS-90758,Closed Lost,omit,connectwave,113.0,,,False,False,0,False,False,False,True,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024093,ORBIT DIGITAL,ACC-1104,Mid-Market,Closed Won,69635.23,2024-04-27,mariana@raptorsoft.com,Best Case,2024-02-17,26.0,,Closed Won,best_case,orbit,70.0,,,False,False,0,False,False,True,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,70.0
OPP-2024094,TapFlow,ACC-1115,Mid-Market,Negotiation,34475.79,2024-05-23,mariana@raptorsoft.com,Pipeline,2024-02-23,24.0,,Negotiation,pipeline,tapflow,90.0,,,False,True,327,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024095,Zentra Tech,,Enterprise,Discovery,455703.99,2024-10-15,carlos@raptorsoft.com,Best Case,2024-06-08,59.0,HS-90345,Discovery/Qualification,best_case,zentra,129.0,,,False,True,182,True,False,False,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024096,MINDBOX,ACC-1111,Mid-Market,Negotiation,129238.78,2023-05-24,,Omit,2023-12-27,50.0,HS-90309,Negotiation,omit,mindbox,-217.0,,,False,True,692,True,False,False,False,2023Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024097,Mind Box,ACC-1111,SMB,Closed Won,28372.51,2024-12-30,carlos@raptorsoft.com,Pipeline,2024-07-03,29.0,HS-90465,Closed Won,pipeline,mindbox,180.0,,,False,False,0,False,False,True,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,180.0
OPP-2024098,Zentra Tech,ACC-1112,SMB,Closed Lost,28243.31,2024-11-04,joao@raptorsoft.com,pipeline,2024-10-25,116.0,,Closed Lost,pipeline,zentra,10.0,,,False,False,0,False,False,False,True,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024099,RushFlow,ACC-1110,SMB,Closed Won,8182.96,2024-10-15,carlos@raptorsoft.com,Pipeline,2024-01-27,51.0,,Closed Won,pipeline,rushflow,262.0,,,False,False,0,False,False,True,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,262.0
OPP-2024100,Sky Ops,ACC-1108,Mid-Market,Prospecting,64450.88,2024-11-03,mariana@raptorsoft.com,Omit,2023-08-31,88.0,,Prospecting,omit,skyops,430.0,,,False,True,163,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024101,bluepath,,SMB,Closed Won,34218.76,2024-11-10,ana.lima@raptorsoft.com,Omit,2023-11-08,20.0,HS-90676,Closed Won,omit,bluepath,368.0,,,False,False,0,False,False,True,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,368.0
OPP-2024102,TAPFLOW,ACC-1115,Enterprise,Qualification,339113.96,2023-09-04,ana.lima@raptorsoft.com,Pipeline,2023-07-17,97.0,,Discovery/Qualification,pipeline,tapflow,49.0,,,False,True,589,True,False,False,False,2023Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024103,polaris,ACC-1118,Mid-Market,Qualification,109225.49,2024-06-08,mariana@raptorsoft.com,Best Case,2024-05-24,7.0,HS-90326,Discovery/Qualification,best_case,polaris,15.0,,,False,True,311,True,False,False,False,2024Q2,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024104,Sky Ops,ACC-1108,SMB,Closed Lost,13433.89,2024-08-29,pedro@raptorsoft.com,Omit,2024-01-05,50.0,HS-90080,Closed Lost,omit,skyops,237.0,,,False,False,0,False,False,False,True,2024Q3,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024105,Innova,ACC-1116,SMB,Prospecting,28578.52,2024-11-07,carlos@raptorsoft.com,Best Case,2024-01-12,300.0,HS-90772,Prospecting,best_case,innova,300.0,,True,False,True,159,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024106,ORBIT DIGITAL,ACC-1104,Mid-Market,Proposal,123061.67,2024-07-27,mariana@raptorsoft.com,Commit,2024-01-26,103.0,HS-90327,Proposal,commit,orbit,183.0,,,False,True,262,True,False,False,False,2024Q3,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024107,Connect Wave,ACC-1107,SMB,Closed Won,14127.09,2024-04-30,ana.lima@raptorsoft.com,Best Case,2024-02-12,84.0,HS-90500,Closed Won,best_case,connectwave,78.0,,,False,False,0,False,False,True,False,2024Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,78.0
OPP-2024108,Zentra,ACC-1112,Mid-Market,Closed Won,116437.62,2024-09-22,joao@raptorsoft.com,Pipeline,2023-12-20,86.0,,Closed Won,pipeline,zentra,277.0,,,False,False,0,False,False,True,False,2024Q3,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,277.0
OPP-2024109,CORELOGIC,ACC-1114,SMB,Proposal,26624.23,2024-06-28,pedro@raptorsoft.com,commit,2024-11-29,3.0,,Proposal,commit,corelogic,-154.0,,,False,True,291,True,False,False,False,2024Q2,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024110,beta solutions,ACC-1101,SMB,Negotiation,33532.5,2024-08-07,ana.lima@raptorsoft.com,Best Case,2024-01-13,106.0,,Negotiation,best_case,betasolutions,207.0,,,False,True,251,True,False,False,False,2024Q3,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024111,POLARE,ACC-1109,Mid-Market,Prospecting,124125.16,2024-02-09,pedro@raptorsoft.com,Pipeline,2023-12-23,6.0,HS-90577,Prospecting,pipeline,polare,48.0,,,False,True,431,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024112,Vértice Tech,ACC-1103,Enterprise,Qualification,259318.41,2023-12-30,pedro@raptorsoft.com,Omit,2023-07-17,97.0,,Discovery/Qualification,omit,vertice,166.0,,,False,True,472,True,False,False,False,2023Q4,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024113,Sky Ops,ACC-1108,Enterprise,Negotiation,-409421.97,2024-08-21,carlos@raptorsoft.com,Omit,2024-06-13,49.0,HS-90087,Negotiation,omit,skyops,69.0,,,False,True,237,True,True,False,False,2024Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024114,Fluxo Sistemas Ltda,ACC-1105,SMB,Prospecting,18300.0,2023-01-06,carlos@raptorsoft.com,Commit,2023-09-14,12.0,,Prospecting,commit,fluxo,-251.0,,,False,True,830,True,False,False,False,2023Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024115,acme,ACC-1100,SMB,Negotiation,16355.06,2023-11-16,ana.lima@raptorsoft.com,Best Case,2023-10-04,22.0,,Negotiation,best_case,acme,43.0,,,False,True,516,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024116,skyops,ACC-1108,SMB,DISCOVERY,38047.78,2025-01-04,carlos@raptorsoft.com,omit,2024-11-07,49.0,HS-90440,Discovery/Qualification,omit,skyops,58.0,,,False,True,101,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024117,GRIDSOFT,ACC-1117,Enterprise,Discovery,225673.31,2024-04-28,ana.lima@raptorsoft.com,Omit,2023-11-17,36.0,,Discovery/Qualification,omit,gridsoft,163.0,,,False,True,352,True,False,False,False,2024Q2,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024118,bluepath,,SMB,Closed Won,29792.85,2024-09-18,ana.lima@raptorsoft.com,Best Case,2023-07-28,20.0,HS-90612,Closed Won,best_case,bluepath,418.0,,,False,False,0,False,False,True,False,2024Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,418.0
OPP-2024119,Sky Ops,ACC-1108,Mid-Market,DISCOVERY,127475.64,2024-09-28,pedro@raptorsoft.com,pipeline,2024-09-01,87.0,,Discovery/Qualification,pipeline,skyops,27.0,,,False,True,199,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024120,BETA SOLUTIONS,ACC-1101,SMB,Proposal,21207.21,2024-02-24,joao@raptorsoft.com,Commit,2024-02-12,94.0,HS-90211,Proposal,commit,betasolutions,12.0,,,False,True,416,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024121,DataPrime,ACC-1106,SMB,prospecting,33356.51,2024-12-31,pedro@raptorsoft.com,Best Case,2024-10-06,72.0,HS-90414,Prospecting,best_case,dataprime,86.0,,,False,True,105,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024122,Vertice,ACC-1103,Mid-Market,Prospecting,-83949.0,2024-10-02,pedro@raptorsoft.com,Pipeline,2024-08-09,42.0,HS-90501,Prospecting,pipeline,vertice,54.0,,,False,True,195,True,True,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024123,ZENTRA,ACC-1112,Mid-Market,DISCOVERY,104083.52,2024-10-20,carlos@raptorsoft.com,Pipeline,2024-08-05,40.0,,Discovery/Qualification,pipeline,zentra,76.0,,,False,True,177,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024124,Mindbox,ACC-1111,Mid-Market,Qualification,140299.32,2024-10-18,pedro@raptorsoft.com,omit,2024-09-06,46.0,HS-90393,Discovery/Qualification,omit,mindbox,42.0,,,False,True,179,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024125,RushFlow,ACC-1110,Mid-Market,Proposal,50070.42,2024-12-13,carlos@raptorsoft.com,Commit,2024-11-15,59.0,HS-90115,Proposal,commit,rushflow,28.0,,,False,True,123,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024126,FLUXO SISTEMAS,ACC-1105,Mid-Market,Negotiation,116277.63,2024-08-05,joao@raptorsoft.com,Best Case,2024-07-10,45.0,HS-90120,Negotiation,best_case,fluxo,26.0,,,False,True,253,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024127,Orbit Digital,ACC-1104,Mid-Market,Closed Lost,49917.79,2024-08-15,pedro@raptorsoft.com,Commit,2024-06-24,42.0,HS-90273,Closed Lost,commit,orbit,52.0,,,False,False,0,False,False,False,True,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024128,rushflow,ACC-1110,Enterprise,Qualification,496994.49,2023-12-09,carlos@raptorsoft.com,Best Case,2023-10-06,98.0,HS-90591,Discovery/Qualification,best_case,rushflow,64.0,,,False,True,493,True,False,False,False,2023Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024129,zentra,ACC-1112,SMB,Closed Won,31910.95,2024-12-08,joao@raptorsoft.com,Omit,2023-09-16,109.0,,Closed Won,omit,zentra,449.0,,,False,False,0,False,False,True,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,449.0
OPP-2024130,beta solutions,,Mid-Market,Proposal,68743.82,2024-04-15,,Omit,2024-02-09,81.0,HS-90161,Proposal,omit,betasolutions,66.0,,,False,True,365,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024131,Acme Corp.,ACC-1100,Enterprise,Closed Won,449769.35,2024-03-11,joao@raptorsoft.com,best case,2024-01-24,40.0,HS-90093,Closed Won,best_case,acme,47.0,,,False,False,0,False,False,True,False,2024Q1,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,47.0
OPP-2024132,Acme Corp,ACC-1100,Mid-Market,Negotiation,31114.43,2025-01-26,ana.lima@raptorsoft.com,Best Case,2023-11-13,94.0,,Negotiation,best_case,acme,440.0,,,False,True,79,True,False,False,False,2025Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024133,Tap Flow,ACC-1115,Mid-Market,Closed Won,93660.99,2024-06-26,ana.lima@raptorsoft.com,Best Case,2023-11-14,79.0,,Closed Won,best_case,tapflow,225.0,,,False,False,0,False,False,True,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,225.0
OPP-2024134,Grupo Nexus,ACC-1102,Mid-Market,Proposal,63236.12,2024-11-24,joao@raptorsoft.com,Commit,2024-06-24,85.0,,Proposal,commit,nexus,153.0,,,False,True,142,True,False,False,False,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024135,CONNECTWAVE,,Mid-Market,Proposal,106569.88,2024-03-08,carlos@raptorsoft.com,omit,2024-03-02,23.0,,Proposal,omit,connectwave,6.0,,,False,True,403,True,False,False,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024136,ORBIT DIGITAL,ACC-1104,Enterprise,Negotiation,269430.09,2025-01-21,carlos@raptorsoft.com,Best Case,2024-08-11,118.0,HS-90400,Negotiation,best_case,orbit,163.0,,,False,True,84,True,False,False,False,2025Q1,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024137,TapFlow,ACC-1115,Mid-Market,Discovery,131576.17,2023-02-26,ana.lima@raptorsoft.com,Commit,2023-09-06,91.0,HS-90355,Discovery/Qualification,commit,tapflow,-192.0,,,False,True,779,True,False,False,False,2023Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024138,TapFlow,ACC-1115,Mid-Market,Discovery,62251.74,2024-01-02,joao@raptorsoft.com,Omit,2023-12-18,74.0,,Discovery/Qualification,omit,tapflow,15.0,,,False,True,469,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024139,GRIDSOFT,ACC-1117,SMB,Discovery,36299.39,2023-01-13,mariana@raptorsoft.com,commit,2023-12-09,23.0,HS-90731,Discovery/Qualification,commit,gridsoft,-330.0,,,False,True,823,True,False,False,False,2023Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024140,SKYOPS,ACC-1108,SMB,Closed Won,33909.89,2024-09-12,joao@raptorsoft.com,Pipeline,2024-08-30,111.0,HS-90566,Closed Won,pipeline,skyops,13.0,,,False,False,0,False,False,True,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,13.0
OPP-2024141,connectwave,ACC-1107,SMB,Closed Won,21237.43,2024-08-15,joao@raptorsoft.com,omit,2024-05-07,45.0,HS-90001,Closed Won,omit,connectwave,100.0,,,False,False,0,False,False,True,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,100.0
OPP-2024142,Connect Wave,ACC-1107,Mid-Market,Prospecting,80377.9,2024-07-21,pedro@raptorsoft.com,best case,2024-05-10,115.0,,Prospecting,best_case,connectwave,72.0,,,False,True,268,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024143,INNOVA,ACC-1116,SMB,Proposal,9574.79,2024-10-08,carlos@raptorsoft.com,Commit,2023-09-02,26.0,,Proposal,commit,innova,402.0,,,False,True,189,True,False,False,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024144,polare,ACC-1109,SMB,Closed Lost,15790.77,2024-12-23,carlos@raptorsoft.com,Pipeline,2024-07-01,92.0,HS-90050,Closed Lost,pipeline,polare,175.0,,,False,False,0,False,False,False,True,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024145,Fluxo Sistemas Ltda,ACC-1105,Enterprise,Proposal,137890.11,2023-03-05,carlos@raptorsoft.com,omit,2023-08-01,83.0,,Proposal,omit,fluxo,-149.0,,,False,True,772,True,False,False,False,2023Q1,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024146,beta solutions,ACC-1101,Enterprise,Closed Lost,232619.96,2024-11-25,mariana@raptorsoft.com,Omit,2024-09-27,49.0,,Closed Lost,omit,betasolutions,59.0,,,False,False,0,False,False,False,True,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024147,SkyOps,ACC-1108,SMB,Closed Won,19419.73,2024-05-17,pedro@raptorsoft.com,Best Case,2024-03-08,49.0,,Closed Won,best_case,skyops,70.0,,,False,False,0,False,False,True,False,2024Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,70.0
OPP-2024148,MINDBOX,ACC-1111,SMB,Negotiation ,12665.71,2024-11-29,joao@raptorsoft.com,Best Case,2024-04-02,31.0,HS-90224,Negotiation,best_case,mindbox,241.0,,,False,True,137,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024149,bluepath,ACC-1119,SMB,Qualification,16130.15,2024-12-19,ana.lima@raptorsoft.com,Best Case,2023-12-25,104.0,HS-90179,Discovery/Qualification,best_case,bluepath,360.0,,,False,True,117,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024150,beta solutions,ACC-1101,SMB,Prospecting,5023.92,2024-05-10,pedro@raptorsoft.com,best case,2024-02-10,19.0,,Prospecting,best_case,betasolutions,90.0,,,False,True,340,True,False,False,False,2024Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024151,POLARIS,ACC-1118,SMB,Discovery,9775.81,2024-06-17,pedro@raptorsoft.com,Best Case,2023-10-12,119.0,HS-90603,Discovery/Qualification,best_case,polaris,249.0,,,False,True,302,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024152,CONNECTWAVE,ACC-1107,Mid-Market,Qualification,114241.01,2024-05-13,pedro@raptorsoft.com,Commit,2024-04-27,73.0,,Discovery/Qualification,commit,connectwave,16.0,,,False,True,337,True,False,False,False,2024Q2,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024153,Data Prime,ACC-1106,SMB,Closed Lost,27368.59,2024-02-03,joao@raptorsoft.com,Commit,2023-09-29,7.0,HS-90423,Closed Lost,commit,dataprime,127.0,,,False,False,0,False,False,False,True,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024154,CONNECTWAVE,ACC-1107,Mid-Market,Closed Lost,108116.35,2023-11-18,carlos@raptorsoft.com,Pipeline,2023-10-12,14.0,HS-90164,Closed Lost,pipeline,connectwave,37.0,,,False,False,0,False,False,False,True,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024155,RUSHFLOW,ACC-1110,Enterprise,Discovery,112397.28,2023-12-27,carlos@raptorsoft.com,pipeline,2023-10-04,25.0,HS-90747,Discovery/Qualification,pipeline,rushflow,84.0,,,False,True,475,True,False,False,False,2023Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024156,Amplia Soluções,ACC-1113,SMB,Prospecting,-24238.19,2023-11-20,ana.lima@raptorsoft.com,pipeline,2023-10-07,38.0,HS-90315,Prospecting,pipeline,amplia,44.0,,,False,True,512,True,True,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024157,Polare Ltda,ACC-1109,Enterprise,Prospecting,252578.07,2024-04-19,carlos@raptorsoft.com,Omit,2024-03-28,20.0,HS-90352,Prospecting,omit,polare,22.0,,,False,True,361,True,False,False,False,2024Q2,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024158,SKYOPS,ACC-1108,Mid-Market,Prop,80235.85,2024-10-18,joao@raptorsoft.com,Best Case,2024-02-18,110.0,HS-90529,Proposal,best_case,skyops,243.0,,,False,True,179,True,False,False,False,2024Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024159,Amplia Soluções,ACC-1113,Mid-Market,Closed Lost,50059.77,2023-11-22,ana.lima@raptorsoft.com,Omit,2023-11-01,34.0,,Closed Lost,omit,amplia,21.0,,,False,False,0,False,False,False,True,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024160,dataprime,ACC-1106,SMB,closed-won,26807.03,2024-10-30,pedro@raptorsoft.com,Pipeline,2024-10-12,101.0,,Closed Won,pipeline,dataprime,18.0,,,False,False,0,False,False,True,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,18.0
OPP-2024161,AMPLIA SOLUCOES,,Mid-Market,Prospecting,104189.34,2024-12-16,joao@raptorsoft.com,Commit,2024-10-27,118.0,,Prospecting,commit,amplia,50.0,,,False,True,120,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024162,innova,ACC-1116,Enterprise,Closed Lost,409612.36,2024-10-16,mariana@raptorsoft.com,best case,2023-10-09,98.0,HS-90527,Closed Lost,best_case,innova,373.0,,,False,False,0,False,False,False,True,2024Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024163,beta solutions,ACC-1101,Mid-Market,Qualification,98240.68,2024-10-07,carlos@raptorsoft.com,pipeline,2024-08-17,36.0,HS-90650,Discovery/Qualification,pipeline,betasolutions,51.0,,,False,True,190,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024164,Amplia Soluções,ACC-1113,SMB,Negotiation,38618.21,2024-12-15,,Pipeline,2024-11-12,110.0,,Negotiation,pipeline,amplia,33.0,,,False,True,121,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024165,orbit digital,ACC-1104,Mid-Market,Closed Lost,31067.76,2023-07-29,carlos@raptorsoft.com,Commit,2023-07-21,49.0,,Closed Lost,commit,orbit,8.0,,,False,False,0,False,False,False,True,2023Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024166,RushFlow,ACC-1110,Mid-Market,Prospecting,131194.07,2024-08-19,carlos@raptorsoft.com,Pipeline,2023-10-13,82.0,HS-90728,Prospecting,pipeline,rushflow,311.0,,,False,True,239,True,False,False,False,2024Q3,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024167,Amplia,ACC-1113,SMB,Prospecting,33082.73,2024-03-16,mariana@raptorsoft.com,Commit,2024-03-03,13.0,HS-90227,Prospecting,commit,amplia,13.0,,True,False,True,395,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024168,zentra,ACC-1112,Mid-Market,Negotiation,108913.76,2023-09-22,carlos@raptorsoft.com,Best Case,2024-07-02,29.0,,Negotiation,best_case,zentra,-284.0,,,False,True,571,True,False,False,False,2023Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024169,MINDBOX,ACC-1111,Mid-Market,closed-won,143316.12,2024-01-26,ana.lima@raptorsoft.com,Commit,2023-10-29,26.0,,Closed Won,commit,mindbox,89.0,,,False,False,0,False,False,True,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,89.0
OPP-2024170,gridsoft,ACC-1117,SMB,Proposal,39532.41,2024-01-06,ana.lima@raptorsoft.com,Best Case,2023-09-21,98.0,HS-90648,Proposal,best_case,gridsoft,107.0,,,False,True,465,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024171,SkyOps,ACC-1108,Mid-Market,Prospecting,144008.23,2024-12-29,ana.lima@raptorsoft.com,Pipeline,2023-07-05,113.0,HS-90515,Prospecting,pipeline,skyops,543.0,,,False,True,107,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024172,Vertice Tech,,Mid-Market,Discovery,92894.12,2024-07-08,ana.lima@raptorsoft.com,Omit,2024-05-01,117.0,HS-90229,Discovery/Qualification,omit,vertice,68.0,,,False,True,281,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024173,GRUPO NEXUS,ACC-1102,Mid-Market,Qualification,125055.26,2024-12-04,,Pipeline,2024-11-28,15.0,HS-90258,Discovery/Qualification,pipeline,nexus,6.0,,,False,True,132,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024174,Vértice Tech,ACC-1103,Mid-Market,Discovery,92437.11,2024-09-10,pedro@raptorsoft.com,Pipeline,2023-07-10,15.0,HS-90204,Discovery/Qualification,pipeline,vertice,428.0,,,False,True,217,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024175,Innova,ACC-1116,Enterprise,Closed Won,464142.65,2024-11-01,joao@raptorsoft.com,pipeline,2024-07-01,86.0,HS-90076,Closed Won,pipeline,innova,123.0,,,False,False,0,False,False,True,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,123.0
OPP-2024176,Grupo Nexus,,SMB,Proposal,15360.78,2024-03-13,carlos@raptorsoft.com,Commit,2024-02-22,15.0,HS-90141,Proposal,commit,nexus,20.0,,,False,True,398,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,
