opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days,slippage_discount,engagement_modifier_for_forecast,win_rate_base,adjusted_win_rate,forecast_contribution,slippage_bucket
OPP-2024171,SkyOps,ACC-1108,Mid-Market,Prospecting,144008.23,2024-12-29,ana.lima@raptorsoft.com,Pipeline,2023-07-05,113.0,HS-90515,Prospecting,pipeline,skyops,543.0,,,False,True,107,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,24438.2,91-180d
OPP-2024173,GRUPO NEXUS,ACC-1102,Mid-Market,Qualification,125055.26,2024-12-04,,Pipeline,2024-11-28,15.0,HS-90258,Discovery/Qualification,pipeline,nexus,6.0,,,False,True,132,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,21221.88,91-180d
OPP-2024174,Vértice Tech,ACC-1103,Mid-Market,Discovery,92437.11,2024-09-10,pedro@raptorsoft.com,Pipeline,2023-07-10,15.0,HS-90204,Discovery/Qualification,pipeline,vertice,428.0,,,False,True,217,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,6720.18,>180d
OPP-2024176,Grupo Nexus,,SMB,Proposal,15360.78,2024-03-13,carlos@raptorsoft.com,Commit,2024-02-22,15.0,HS-90141,Proposal,commit,nexus,20.0,,,False,True,398,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1116.73,>180d
OPP-2024177,VERTICE TECH,ACC-1103,SMB,Negotiation,30657.38,2025-01-01,mariana@raptorsoft.com,Commit,2024-09-21,84.0,HS-90712,Negotiation,commit,vertice,102.0,,,False,True,104,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5202.56,91-180d
OPP-2024178,bluepath,ACC-1119,Enterprise,Proposal,275265.12,2024-11-16,ana.lima@raptorsoft.com,Pipeline,2023-10-15,63.0,,Proposal,pipeline,bluepath,398.0,,,False,True,150,True,False,False,False,2024Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,46712.49,91-180d
OPP-2024181,RushFlow,ACC-1110,Mid-Market,Negotiation,84744.95,2024-08-29,pedro@raptorsoft.com,Commit,2024-05-07,92.0,HS-90777,Negotiation,commit,rushflow,114.0,,,False,True,229,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,6160.96,>180d
OPP-2024184,nexus,ACC-1102,SMB,Negotiation,19653.27,2024-09-03,ana.lima@raptorsoft.com,Commit,2024-05-25,78.0,HS-90718,Negotiation,commit,nexus,101.0,,,False,True,224,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1428.79,>180d
OPP-2024185,DataPrime,ACC-1106,Mid-Market,Qualification,112393.36,2025-01-05,carlos@raptorsoft.com,Best Case,2024-02-08,98.0,HS-90683,Discovery/Qualification,best_case,dataprime,332.0,,,False,True,100,True,False,False,False,2025Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,19073.15,91-180d
OPP-2024189,Fluxo Sistemas Ltda,ACC-1105,SMB,Prospecting,16292.05,2024-11-08,pedro@raptorsoft.com,commit,2023-12-06,24.0,HS-90556,Prospecting,commit,fluxo,338.0,,,False,True,158,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,2764.76,91-180d
OPP-2024192,TapFlow,,Mid-Market,Qualification,133794.1,2024-11-24,,Pipeline,2023-09-06,92.0,HS-90182,Discovery/Qualification,pipeline,tapflow,445.0,,,False,True,142,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,22704.86,91-180d
OPP-2024193,Mind Box,ACC-1111,Mid-Market,Discovery,78533.76,2024-04-19,,Pipeline,2024-02-19,109.0,,Discovery/Qualification,pipeline,mindbox,60.0,,,False,True,361,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5709.4,>180d
OPP-2024194,BETA SOLUTIONS,ACC-1101,Mid-Market,Proposal,86878.52,2024-12-30,ana.lima@raptorsoft.com,Commit,2024-09-21,114.0,HS-90011,Proposal,commit,betasolutions,100.0,,,False,True,106,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,14743.28,91-180d
OPP-2024195,mindbox,ACC-1111,SMB,Negotiation,23800.32,2024-06-22,pedro@raptorsoft.com,best case,2023-07-06,25.0,HS-90769,Negotiation,best_case,mindbox,352.0,,,False,True,297,True,False,False,False,2024Q2,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1730.28,>180d
OPP-2024196,bluepath,ACC-1119,Mid-Market,Discovery,53690.11,2023-08-29,joao@raptorsoft.com,Pipeline,2023-09-13,41.0,HS-90313,Discovery/Qualification,pipeline,bluepath,-15.0,,,False,True,595,True,False,False,False,2023Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3903.27,>180d
OPP-2024197,VERTICE TECH,ACC-1103,Mid-Market,Proposal,124279.21,2024-10-07,carlos@raptorsoft.com,Best Case,2024-05-19,60.0,,Proposal,best_case,vertice,141.0,,,False,True,190,True,False,False,False,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9035.1,>180d
OPP-2024198,Zentra Tech,ACC-1112,Enterprise,Negotiation,390970.15,2025-01-28,pedro@raptorsoft.com,Pipeline,2023-11-21,76.0,HS-90556,Negotiation,pipeline,zentra,434.0,,,False,True,77,True,False,False,False,2025Q1,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,104232.64,61-90d
OPP-2024202,POLARE,ACC-1109,Mid-Market,Qualification,91744.95,2024-12-15,mariana@raptorsoft.com,Pipeline,2024-11-25,93.0,,Discovery/Qualification,pipeline,polare,20.0,,,False,True,121,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,15569.12,91-180d
OPP-2024203,Innova Tech,ACC-1116,SMB,Qualification,10639.52,2023-10-10,mariana@raptorsoft.com,Best Case,2023-08-14,73.0,HS-90221,Discovery/Qualification,best_case,innova,57.0,,,False,True,553,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,773.49,>180d
OPP-2024204,BLUEPATH,ACC-1119,Enterprise,Qualification,428181.27,2024-11-23,carlos@raptorsoft.com,Best Case,2023-12-22,77.0,,Discovery/Qualification,best_case,bluepath,337.0,,,False,True,143,True,False,False,False,2024Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,72662.36,91-180d
OPP-2024209,corelogic,,SMB,qualification,21508.4,2024-07-19,mariana@raptorsoft.com,Pipeline,2023-07-06,67.0,HS-90792,Discovery/Qualification,pipeline,corelogic,379.0,,,False,True,270,True,False,False,False,2024Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1563.66,>180d
OPP-2024214,polaris,ACC-1118,Mid-Market,Proposal,59046.78,2024-05-17,joao@raptorsoft.com,pipeline,2024-01-11,87.0,HS-90782,Proposal,pipeline,polaris,127.0,,,False,True,333,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4292.7,>180d
OPP-2024215,BluePath,ACC-1119,Enterprise,Negotiation,329807.75,2024-08-30,pedro@raptorsoft.com,Commit,2024-07-15,68.0,HS-90033,Negotiation,commit,bluepath,46.0,,,False,True,228,True,False,False,False,2024Q3,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,23977.02,>180d
OPP-2024218,Innova Tech,ACC-1116,SMB,Qualification,34728.65,2024-12-31,ana.lima@raptorsoft.com,Pipeline,2024-11-23,105.0,,Discovery/Qualification,pipeline,innova,38.0,,,False,True,105,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5893.45,91-180d
OPP-2024219,connectwave,ACC-1107,Mid-Market,prospecting,111550.3,2024-12-20,pedro@raptorsoft.com,Commit,2024-03-20,95.0,HS-90293,Prospecting,commit,connectwave,275.0,,,False,True,116,True,False,False,False,2024Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,18930.09,91-180d
OPP-2024220,bluepath,ACC-1119,Enterprise,Proposal,128537.63,2024-08-07,pedro@raptorsoft.com,Commit,2024-06-10,35.0,HS-90533,Proposal,commit,bluepath,58.0,,,False,True,251,True,False,False,False,2024Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9344.69,>180d
OPP-2024222,Amplia,ACC-1113,Enterprise,Qualification,152510.84,2024-01-01,mariana@raptorsoft.com,Commit,2024-05-12,70.0,HS-90714,Discovery/Qualification,commit,amplia,-132.0,,,False,True,470,True,False,False,False,2024Q1,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,11087.54,>180d
OPP-2024223,Mindbox,ACC-1111,Mid-Market,Negotiation,139070.78,2024-10-10,ana.lima@raptorsoft.com,Commit,2024-09-18,1.0,HS-90480,Negotiation,commit,mindbox,22.0,,,False,True,187,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10110.45,>180d
OPP-2024229,Amplia,ACC-1113,Mid-Market,Discovery,89990.3,2024-12-28,ana.lima@raptorsoft.com,Pipeline,2023-12-06,102.0,HS-90571,Discovery/Qualification,pipeline,amplia,388.0,,,False,True,108,True,False,False,False,2024Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,15271.35,91-180d
OPP-2024233,innova,ACC-1116,Mid-Market,Prospecting,38504.88,2024-11-25,joao@raptorsoft.com,Pipeline,2024-03-19,96.0,,Prospecting,pipeline,innova,251.0,,,False,True,141,True,False,False,False,2024Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,6534.28,91-180d
OPP-2024235,Mind Box,ACC-1111,Mid-Market,Prospecting,78186.86,2025-01-01,carlos@raptorsoft.com,Commit,2024-09-10,53.0,HS-90331,Prospecting,commit,mindbox,113.0,,,False,True,104,True,False,False,False,2025Q1,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,13268.31,91-180d
OPP-2024236,Mind Box,ACC-1111,SMB,Discovery,20662.49,2023-05-19,ana.lima@raptorsoft.com,best case,2024-03-17,3.0,HS-90523,Discovery/Qualification,best_case,mindbox,-303.0,,,False,True,697,True,False,False,False,2023Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1502.16,>180d
OPP-2024237,Polaris,ACC-1118,SMB,Proposal,9844.29,2024-02-14,carlos@raptorsoft.com,Best Case,2023-08-08,23.0,HS-90097,Proposal,best_case,polaris,190.0,,,False,True,426,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,715.68,>180d
OPP-2024238,DataPrime,,Mid-Market,Prospecting,70126.76,2024-08-24,pedro@raptorsoft.com,Best Case,2024-07-25,82.0,,Prospecting,best_case,dataprime,30.0,,,False,True,234,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5098.22,>180d
OPP-2024241,connectwave,ACC-1107,SMB,Negotiation,31938.85,2025-01-08,ana.lima@raptorsoft.com,Best Case,2024-06-17,48.0,,Negotiation,best_case,connectwave,205.0,,,False,True,97,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5420.02,91-180d
OPP-2024242,zentra,ACC-1112,SMB,Prospecting,33149.83,2025-01-20,pedro@raptorsoft.com,Commit,2024-04-20,19.0,HS-90679,Prospecting,commit,zentra,275.0,,,False,True,85,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,8837.74,61-90d
OPP-2024244,beta solutions,ACC-1101,SMB,Qualification,38837.7,2025-01-13,,Commit,2023-09-29,88.0,,Discovery/Qualification,commit,betasolutions,472.0,,,False,True,92,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,6590.76,91-180d
OPP-2024246,BLUEPATH,,Enterprise,Proposal,316541.53,2024-06-20,ana.lima@raptorsoft.com,Best Case,2024-06-02,73.0,HS-90545,Proposal,best_case,bluepath,18.0,,,False,True,299,True,False,False,False,2024Q2,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,23012.57,>180d
OPP-2024247,nexus,ACC-1102,SMB,DISCOVERY,35804.62,2025-01-20,joao@raptorsoft.com,best case,2023-11-27,4.0,,Discovery/Qualification,best_case,nexus,420.0,,,False,True,85,True,False,False,False,2025Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,9545.51,61-90d
OPP-2024250,RushFlow,ACC-1110,Mid-Market,Prop,35089.91,2024-09-17,pedro@raptorsoft.com,Pipeline,2023-08-09,7.0,HS-90311,Proposal,pipeline,rushflow,405.0,,,False,True,210,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2551.04,>180d
OPP-2024251,Fluxo,ACC-1105,SMB,Negotiation,29148.35,2024-06-12,mariana@raptorsoft.com,best case,2024-04-27,750.0,HS-90206,Negotiation,best_case,fluxo,46.0,,,True,True,307,True,False,False,False,2024Q2,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2119.09,>180d
OPP-2024253,Grupo Nexus,ACC-1102,Mid-Market,Proposal,145315.93,2024-01-03,,Pipeline,2023-08-22,64.0,HS-90622,Proposal,pipeline,nexus,134.0,,,False,True,468,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10564.47,>180d
OPP-2024254,Orbit,ACC-1104,Mid-Market,Proposal,102012.25,2025-01-17,joao@raptorsoft.com,best case,2024-10-30,5.0,,Proposal,best_case,orbit,79.0,,,False,True,88,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,27196.47,61-90d
OPP-2024256,TAPFLOW,ACC-1115,Enterprise,Discovery,231683.41,2024-04-06,mariana@raptorsoft.com,pipeline,2023-09-05,78.0,,Discovery/Qualification,pipeline,tapflow,214.0,,,False,True,374,True,False,False,False,2024Q2,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,16843.38,>180d
OPP-2024257,Mind Box,ACC-1111,Mid-Market,Negotiation,105822.91,2024-09-17,joao@raptorsoft.com,Commit,2023-11-10,60.0,HS-90212,Negotiation,commit,mindbox,312.0,,,False,True,210,True,False,False,False,2024Q3,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7693.33,>180d
OPP-2024258,Blue Path,ACC-1119,SMB,Discovery,27312.62,2023-11-04,joao@raptorsoft.com,Commit,2024-06-06,44.0,HS-90029,Discovery/Qualification,commit,bluepath,-215.0,,,False,True,528,True,False,False,False,2023Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1985.63,>180d
OPP-2024261,Fluxo Sistemas Ltda,ACC-1105,SMB,Discovery,38275.44,2024-03-19,joao@raptorsoft.com,Pipeline,2024-02-29,116.0,HS-90495,Discovery/Qualification,pipeline,fluxo,19.0,,,False,True,392,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2782.62,>180d
OPP-2024264,rushflow,ACC-1110,SMB,Negotiation,7493.5,2023-02-21,joao@raptorsoft.com,Pipeline,2024-04-16,23.0,HS-90706,Negotiation,pipeline,rushflow,-420.0,,,False,True,784,True,False,False,False,2023Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,544.78,>180d
OPP-2024266,polaris,ACC-1118,SMB,Proposal,7287.78,2024-08-08,mariana@raptorsoft.com,Best Case,2024-05-28,102.0,HS-90309,Proposal,best_case,polaris,72.0,,,False,True,250,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,529.82,>180d
OPP-2024269,TAPFLOW,ACC-1115,Mid-Market,Negotiation,83659.17,2024-11-13,mariana@raptorsoft.com,Commit,2024-10-06,118.0,HS-90626,Negotiation,commit,tapflow,38.0,,,False,True,153,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,14196.96,91-180d
OPP-2024270,SkyOps,ACC-1108,SMB,Prospecting,24210.98,2023-10-16,pedro@raptorsoft.com,Pipeline,2024-04-27,41.0,,Prospecting,pipeline,skyops,-194.0,,,False,True,547,True,False,False,False,2023Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1760.14,>180d
OPP-2024273,connectwave,ACC-1107,Mid-Market,Qualification,133122.08,2023-04-01,joao@raptorsoft.com,Best Case,2023-09-20,70.0,HS-90351,Discovery/Qualification,best_case,connectwave,-172.0,,,False,True,745,True,False,False,False,2023Q2,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9677.98,>180d
OPP-2024274,Acme Corp,ACC-1100,Mid-Market,Negotiation,145269.76,2024-10-27,pedro@raptorsoft.com,Commit,2024-10-23,81.0,HS-90672,Negotiation,commit,acme,4.0,,,False,True,170,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,24652.28,91-180d
OPP-2024275,Innova,ACC-1116,Mid-Market,Negotiation ,124051.54,2024-09-06,pedro@raptorsoft.com,Pipeline,2024-04-19,76.0,,Negotiation,pipeline,innova,140.0,,,False,True,221,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9018.55,>180d
OPP-2024276,CoreLogic,ACC-1114,Mid-Market,Discovery,101465.29,2024-09-28,ana.lima@raptorsoft.com,Best Case,2023-08-03,94.0,HS-90773,Discovery/Qualification,best_case,corelogic,422.0,,,False,True,199,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7376.53,>180d
OPP-2024277,Beta Solutions,ACC-1101,Mid-Market,Discovery,140695.11,2024-12-18,,Best Case,2024-10-30,119.0,HS-90542,Discovery/Qualification,best_case,betasolutions,49.0,,,False,True,118,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,23875.96,91-180d
OPP-2024279,dataprime,ACC-1106,SMB,Prop,8419.46,2024-04-24,joao@raptorsoft.com,pipeline,2023-07-09,85.0,,Proposal,pipeline,dataprime,290.0,,,False,True,356,True,False,False,False,2024Q2,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,612.09,>180d
OPP-2024280,BLUEPATH,ACC-1119,SMB,Proposal,36496.4,2024-11-01,joao@raptorsoft.com,Commit,2023-11-11,119.0,HS-90683,Proposal,commit,bluepath,356.0,,,False,True,165,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,6193.44,91-180d
OPP-2024281,DataPrime,ACC-1106,SMB,Discovery,18397.97,2024-01-27,ana.lima@raptorsoft.com,Pipeline,2023-09-14,23.0,HS-90787,Discovery/Qualification,pipeline,dataprime,135.0,,,False,True,444,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1337.53,>180d
OPP-2024283,RUSHFLOW,ACC-1110,Enterprise,Proposal,414152.68,2024-11-14,carlos@raptorsoft.com,commit,2024-11-14,52.0,,Proposal,commit,rushflow,0.0,,,False,True,152,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,70281.71,91-180d
OPP-2024284,Polare Ltda,ACC-1109,Mid-Market,Qualification,109288.09,2024-03-18,mariana@raptorsoft.com,Commit,2024-01-24,54.0,,Discovery/Qualification,commit,polare,54.0,,True,False,True,393,True,False,False,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7945.24,>180d
OPP-2024286,acme,ACC-1100,Enterprise,Qualification,119983.2,2023-11-23,joao@raptorsoft.com,Best Case,2023-08-16,14.0,,Discovery/Qualification,best_case,acme,99.0,,,False,True,509,True,False,False,False,2023Q4,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,8722.78,>180d
OPP-2024287,Orbit Digital,ACC-1104,SMB,Discovery,28943.09,2024-10-08,joao@raptorsoft.com,Best Case,2024-08-15,97.0,,Discovery/Qualification,best_case,orbit,54.0,,,False,True,189,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2104.16,>180d
OPP-2024291,rushflow,ACC-1110,SMB,Proposal,7480.08,2024-10-01,joao@raptorsoft.com,Commit,2023-07-30,13.0,HS-90384,Proposal,commit,rushflow,429.0,,,False,True,196,True,False,False,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,543.8,>180d
OPP-2024292,Beta Solutions Ltda,ACC-1101,Mid-Market,Proposal,84598.9,2024-03-10,,Commit,2023-08-25,73.0,HS-90476,Proposal,commit,betasolutions,198.0,,,False,True,401,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,6150.34,>180d
OPP-2024294,Orbit,ACC-1104,SMB,Negotiation,36981.42,2024-10-10,mariana@raptorsoft.com,Pipeline,2024-02-13,103.0,,Negotiation,pipeline,orbit,240.0,,,False,True,187,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2688.55,>180d
OPP-2024297,beta solutions,ACC-1101,SMB,DISCOVERY,11134.36,2023-12-09,mariana@raptorsoft.com,Best Case,2024-10-19,97.0,,Discovery/Qualification,best_case,betasolutions,-315.0,,,False,True,493,True,False,False,False,2023Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,809.47,>180d
OPP-2024298,connectwave,ACC-1107,SMB,DISCOVERY,17082.93,2025-01-20,carlos@raptorsoft.com,Commit,2024-09-06,89.0,,Discovery/Qualification,commit,connectwave,136.0,,,False,True,85,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,4554.31,61-90d
OPP-2024299,connectwave,ACC-1107,SMB,Prospecting,8920.86,2025-01-16,pedro@raptorsoft.com,Commit,2023-09-17,61.0,,Prospecting,commit,connectwave,487.0,,,False,True,89,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,2378.3,61-90d
OPP-2024301,tapflow,ACC-1115,SMB,Discovery,10822.71,2024-08-09,joao@raptorsoft.com,pipeline,2024-06-26,74.0,HS-90210,Discovery/Qualification,pipeline,tapflow,44.0,,,False,True,249,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,786.81,>180d
OPP-2024302,Acme Corp,ACC-1100,SMB,Qualification,23895.33,2024-09-28,carlos@raptorsoft.com,Best Case,2024-06-17,95.0,,Discovery/Qualification,best_case,acme,103.0,,,False,True,199,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1737.19,>180d
OPP-2024304,mindbox,ACC-1111,SMB,Negotiation ,34730.8,2024-10-28,pedro@raptorsoft.com,Commit,2024-04-10,117.0,,Negotiation,commit,mindbox,201.0,,,False,True,169,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5893.82,91-180d
OPP-2024309,Fluxo Sistemas Ltda,,Mid-Market,Negotiation,121762.73,2024-02-29,carlos@raptorsoft.com,Commit,2023-09-17,75.0,,Negotiation,commit,fluxo,165.0,,,False,True,411,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,8852.15,>180d
OPP-2024310,TapFlow,ACC-1115,SMB,Prospecting,22618.4,2024-12-01,joao@raptorsoft.com,Pipeline,2023-12-14,17.0,,Prospecting,pipeline,tapflow,353.0,,,False,True,135,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,3838.34,91-180d
OPP-2024311,Innova,,Enterprise,Qualification,188943.14,2024-07-21,joao@raptorsoft.com,best case,2024-06-15,98.0,HS-90495,Discovery/Qualification,best_case,innova,36.0,,,False,True,268,True,False,False,False,2024Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,13736.17,>180d
OPP-2024312,ACME CORP,ACC-1100,SMB,DISCOVERY,6514.85,2024-01-03,ana.lima@raptorsoft.com,Best Case,2023-08-30,126.0,,Discovery/Qualification,best_case,acme,126.0,,True,False,True,468,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,473.63,>180d
